IsNonmetal_composition_average,Density_max_value,ShearModulus_arithmetic_average,MeltingT_composition_average,NpValence_composition_average,Density_arithmetic_average,ThirdIonizationEnergy_composition_average,IsMetal_arithmetic_average,NpUnfilled_composition_average,BCCenergy_pa_composition_average,Density_composition_average,NUnfilled_composition_average,IsAlkali_composition_average,ThermalExpansionCoefficient_arithmetic_average,ShearModulus_composition_average,NpValence_arithmetic_average,GSenergy_pa_arithmetic_average,AtomicVolume_difference,BCCenergy_pa_arithmetic_average,BCCfermi_composition_average,IsNonmetal_arithmetic_average,IsMetal_composition_average,BCCvolume_padiff_composition_average,IsCarbon_composition_average,AtomicVolume_arithmetic_average
0.0,13534.0,11.666666666666664,532.4749999999998,2.0,9474.666666666666,31.5727,0.6666666666666666,1.0,-1.584050902,9154.4,1.0,0.0,32.86666666666667,10.85,1.3333333333333333,-1.401194098028,12.3766632667522,-1.2447628066666665,5.7135491375,0.0,0.5,-4.226071838949999,0.0,26.716152082657466
0.5,8920.0,24.0,811.785,2.5,6020.0,36.415,0.5,0.5,-2.320759535,6020.0,1.0,0.0,8.25,24.0,2.5,-2.63184007875,30.6978833923386,-2.320759535,3.192977355,0.5,0.5,-1.955,0.0,27.1788836280692
0.5,9841.0,13.5,1126.65,1.5,5832.0,25.5685,0.5,1.5,-4.533972555,5832.0,6.0,0.0,67.6,13.5,1.5,-4.96175453125,1.3099100914276995,-4.533972555,6.5175167950000015,0.5,0.5,-3.9626190475,0.0,28.86907686235505
0.5,8920.0,23.9,869.13625,2.375,6812.0,32.38375,0.6666666666666666,1.375,-3.30269267625,6591.625,1.75,0.0,24.166666666666664,22.35,2.333333333333333,-3.75626969,18.3614815118892,-3.47784784,5.496552899999998,0.3333333333333333,0.5,-3.43,0.0,23.076723333838874
0.5,7140.0,21.5,373.74,2.0,3570.7145,47.328,0.5,1.0,-1.808421555,3570.7145,1.0,0.0,405.1,21.5,2.0,-2.99839591,18576.991482754598,-1.808421555,3.49430339,0.5,0.5,-0.7875,0.0,9303.701425112102
0.0,21090.0,40.5,1282.9866666666667,2.0,13893.5,16.866666666666667,1.0,2.0,-4.56832275,11494.666666666668,2.6666666666666665,0.0,9.9,33.666666666666664,1.5,-5.0729360099999985,14.8309599370549,-4.90752656,8.16613847,0.0,1.0,-2.9633333333333334,0.0,22.77594347526165
0.5714285714285714,7310.0,14.333333333333336,443.66,2.5714285714285707,5469.999999999999,33.586,0.6666666666666666,2.5714285714285707,-2.6394369057142857,4228.571428571428,2.5714285714285707,0.0,44.1,6.142857142857142,1.6666666666666663,-2.6680061979166667,11.960862059868699,-2.2712619233333333,7.396278951428571,0.3333333333333333,0.42857142857142855,-5.732499999999999,0.0,22.818295896620803
0.0,8650.0,12.1,594.04,1.7777777777777777,5248.666666666667,35.08,0.6666666666666666,0.8888888888888888,-1.7500580888888888,5846.88888888889,1.1111111111111112,0.2222222222222222,43.86666666666667,13.733333333333333,1.3333333333333333,-1.6836721483333332,54.2678392272829,-1.5569911533333332,4.837597937777779,0.0,0.5555555555555556,-3.0446296295555557,0.0,43.79485962047335
0.5833333333333334,7310.0,8.325,479.64166666666665,2.583333333333333,4203.75,34.27525,0.75,1.6666666666666667,-3.0031430358333333,3035.875,4.583333333333333,0.16666666666666666,44.8,4.216666666666667,1.5,-3.4830932930200005,48.8810794210133,-3.1623530175,6.109105965416666,0.25,0.4166666666666666,-7.151579861166666,0.125,41.1914243045369
0.5714285714285714,11340.0,30.15,530.3457142857144,2.9523809523809517,5235.35725,45.60409523809525,0.5,2.761904761904762,-3.3548255638095243,3815.1022857142852,3.0476190476190474,0.0,204.6,7.076190476190477,1.75,-6.142309052292499,18584.89939922412,-5.128441255,5.485698982380953,0.25,0.3333333333333333,-1.1707142857142856,0.2857142857142857,4660.48232356033
0.0,7310.0,10.0,666.765,2.0,7003.5,26.665,1.0,4.0,-3.271910125,7003.5,4.0,0.0,21.55,10.0,2.0,-3.39208215,4.108765283400398,-3.271910125,8.393714724999999,0.0,1.0,-2.15,0.0,28.137040802088894
0.5384615384615384,2630.0,34.525,792.276923076923,2.3076923076923075,1734.85725,65.79876923076924,0.5,1.8461538461538465,-2.90904211,1068.1540769230767,1.8461538461538465,0.0,204.625,21.24615384615384,1.25,-4.2180855885425,18584.89939922412,-3.1898486725,4.742100427692306,0.25,0.3076923076923077,-1.336153846153846,0.0,4665.72906024666
0.5,8920.0,21.825,791.78375,2.0,5076.5,36.57875,0.75,1.0,-3.4925496762500003,3380.25,2.25,0.25,43.95,11.075,1.0,-4.74218319552,64.01792275117799,-4.45887849,5.02934345875,0.25,0.5,-5.333854166749999,0.0,33.21162134749145
0.0,6640.0,15.5,883.1066666666666,2.6666666666666665,6440.0,25.84666666666667,0.5,1.3333333333333333,-3.43892556,6373.333333333334,5.0,0.0,12.1,15.666666666666664,2.0,-3.957566233335,1.2824870106079018,-3.74132913,6.502617506666668,0.0,0.3333333333333333,-4.237222222,0.0,34.597932227851146
0.0,5727.0,0.0,1719.0,2.0,4093.5,33.1405,0.5,4.0,-4.590697625000002,4093.5,4.0,0.0,10.05,0.0,2.0,-5.664293634585,14.426198471893258,-4.590697625000002,8.36712622,0.0,0.5,-2.11375,0.0,14.51086650123137
0.5714285714285714,5904.0,2.1500000000000004,588.1447619047619,2.5714285714285707,4889.0,25.090476190476192,0.5,2.2857142857142856,-2.7949957280952376,4800.333333333334,2.2857142857142856,0.0,22.75,3.0476190476190483,1.75,-3.255652254375,45.358768191612796,-3.0202547550000003,4.472340908571429,0.25,0.3809523809523809,-3.659761904761905,0.047619047619047616,33.61239404149095
0.5,8920.0,24.0,811.785,2.5,6020.0,36.415,0.5,0.5,-2.320759535,6020.0,1.0,0.0,8.25,24.0,2.5,-2.63184007875,30.6978833923386,-2.320759535,3.192977355,0.5,0.5,-1.955,0.0,27.1788836280692
0.5,13534.0,1.85,364.16,2.0,9176.5,32.511,0.5,1.0,-1.5302860349999998,9176.5,1.0,0.0,47.0,1.85,2.0,-1.860448736207,2.5970625561974003,-1.5302860349999998,4.43994871,0.5,0.5,-4.3287931035,0.0,25.910273347728896
0.0,10490.0,15.333333333333332,654.64,2.642857142857143,8013.333333333332,28.47571428571429,0.6666666666666666,2.928571428571429,-2.7616037235714286,6925.714285714286,3.0,0.0,23.266666666666666,11.285714285714285,1.6666666666666663,-2.8578326755566668,16.881040772656398,-2.736000903333333,7.8362436764285714,0.0,0.4285714285714286,-3.641904761714285,0.0,25.7049982776089
0.75,11724.0,8.675,514.1949999999998,2.833333333333333,4974.5,31.897388888888887,0.5,1.6666666666666667,-3.063345378333333,4064.138888888889,2.305555555555556,0.19444444444444445,68.5,3.880555555555556,1.75,-4.311794759375,65.4321472191481,-3.9530652975,5.381685438055557,0.5,0.25,-5.128581349166667,0.0,45.232390375553635
0.5,11850.0,1.4,482.68,2.5,6905.0,32.3295,0.5,3.5,-2.62784344,6905.0,3.5,0.0,49.95,1.4,2.5,-3.1849471243750003,1.474330766236999,-2.62784344,7.68727589,0.5,0.5,-5.4134375,0.0,27.903711177789702
0.5,8650.0,9.5,491.29,2.0,5305.0,36.155,0.5,1.0,-1.871564095,5305.0,1.0,0.0,50.4,9.5,2.0,-2.454695471875,5.586520338876202,-1.871564095,5.851940165,0.5,0.5,-5.0059375,0.0,24.373285625233105
0.6,4819.0,14.85,669.788,2.8,3759.5,29.870800000000006,0.5,3.2,-3.200519518,3971.4,3.2,0.0,34.05,12.62,2.5,-3.608107515,10.6143801083177,-3.27546412,6.47268571,0.5,0.4,-3.2739999999999996,0.0,21.901614571668755
0.0,7310.0,5.333333333333333,706.48,2.6666666666666665,6291.0,29.026666666666664,0.3333333333333333,3.333333333333333,-3.014755065,6443.833333333332,3.333333333333333,0.0,18.866666666666667,8.0,2.333333333333333,-3.4747146705566667,11.295712340188595,-3.25546281,7.5083867316666675,0.0,0.3333333333333333,-3.872499999833333,0.16666666666666666,27.566774421764837
0.6666666666666666,9780.0,5.233333333333333,434.73333333333335,4.0,5906.333333333332,30.793000000000003,0.3333333333333333,2.0,-2.598252213333333,5906.333333333332,2.0,0.0,19.466666666666672,5.233333333333333,4.0,-3.0091705491666665,15.319020698410899,-2.598252213333333,5.360710956666667,0.6666666666666666,0.3333333333333333,-4.236666666666666,0.0,35.0733630107575
0.3,5904.0,0.0,464.645,2.0,4484.666666666667,30.0792,0.6666666666666666,4.0,-3.737099038,4644.299999999998,4.0,0.0,54.03333333333333,0.0,2.333333333333333,-4.354551153333333,8.6036083335588,-3.958796983333333,6.290220012000001,0.3333333333333333,0.7,-3.6148214285000004,0.0,23.18286701230053
0.625,19300.0,7.075,485.14125,2.375,5984.75,32.6175,0.5,1.375,-2.7589597025,3834.375,1.75,0.25,73.3,3.7,1.75,-3.4512395211449998,58.900801066597396,-2.9916985425,5.87835215125,0.5,0.375,-6.382633928624999,0.0,37.043898977717696
0.9166666666666666,4819.0,0.925,138.36833333333334,2.6666666666666665,1674.879725,32.60366666666667,0.25,1.3333333333333333,-2.3183355275,960.486975,1.6666666666666663,0.08333333333333333,231.25,0.6166666666666667,2.0,-3.10337526,18590.843136181476,-2.0872263225,3.3168142191666665,0.75,0.08333333333333333,-2.5883333333333334,0.0,9338.728481932614
0.5833333333333334,5323.0,0.0,745.0491666666667,2.75,2415.85725,44.37900000000001,0.25,2.75,-3.1040434641666668,1216.00025,2.833333333333333,0.08333333333333333,222.6,0.0,1.75,-4.2262890160425,18584.89939922412,-3.1392873475,4.7626174641666665,0.25,0.08333333333333333,-1.4610416666666666,0.08333333333333333,4684.902981486242
0.0,11340.0,13.2,660.2020499999999,3.0,8296.666666666666,29.929885,0.6666666666666666,3.0,-3.21312875805,8729.55,3.0,0.0,23.2,10.985999999999999,2.6666666666666665,-3.5771264022233336,6.989903460482597,-3.43727281,8.141914424100001,0.0,0.5,-3.4446416665,0.5,30.42163233245036
0.0,21090.0,30.5,1407.1333333333332,2.0,13408.5,18.900666666666666,1.0,2.0,-4.78502199,10848.0,2.6666666666666665,0.0,12.1,20.33333333333333,1.5,-5.3396993975,6.363502230443799,-5.07005099,6.889794243333334,0.0,1.0,-2.0933333333333333,0.0,18.542214621956102
0.5833333333333334,7310.0,6.0,369.60333333333335,2.833333333333333,5057.999999999999,33.096,0.6666666666666666,3.166666666666667,-3.069001044166667,3720.5,3.166666666666667,0.0,37.23333333333333,1.5,2.333333333333333,-3.690173037083333,7.556032311588801,-3.292035116666667,6.6007563675,0.3333333333333333,0.4166666666666666,-6.907760416666665,0.08333333333333333,24.581281513272728
0.5714285714285714,2330.0,0.0,759.0285714285715,2.5714285714285707,1165.6255,41.46685714285713,0.0,3.4285714285714284,-4.419252801428573,999.2862857142856,3.4285714285714284,0.0,121.3,0.0,2.5,-6.8181796075,18572.48258890219,-4.4795975000000015,7.834736171428572,0.5,0.0,-6.949285714285715,0.42857142857142855,9306.257672167707
0.6,7901.0,18.233333333333334,974.12,2.4,5235.0,27.529750000000003,0.6666666666666666,1.2,-3.8603862648000002,5117.76,6.2700000000000005,0.0,17.666666666666668,12.35,1.3333333333333333,-4.803575436666667,8.0404133952152,-4.52783977,4.9265798016,0.3333333333333333,0.4,-3.3348500000000003,0.0,28.42261328607533
0.5714285714285714,7140.0,11.675,634.4328571428572,2.714285714285714,4790.25,27.78157142857143,0.5,2.0,-2.7788084507142856,4672.785714285714,2.142857142857143,0.14285714285714285,45.225,5.185714285714286,1.5,-2.5453644575,102.25033207312148,-2.2971997825,4.49320777,0.25,0.21428571428571427,-3.8446428571428566,0.21428571428571427,45.632870137728176
